Name,Gender,Eye Color,Hair Color,Superpowers,Weakness,Alignment,Status,Identity,Race,Skin Color,Can_Fly,Has_Claws,Healing_Factor,Uses_Magic,Wears_Armor,Super_Strength,Telepathy,Super_Speed,Shoots_Webs,Vulnerable_to_Magic,Vulnerable_to_Physical,Vulnerable_to_Energy,Is_Marvel,Is_DC,Is_X_Men,Is_Avenger,Is_Batman_Family,Is_Spider_Man_Family,Is_Fantastic_Four
Boone (New Earth),Male,Brown,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Clark Peter Ross (New Earth),Male,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Morlo (New Earth),Male,Blue,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Wilfred Parker (New Earth),Male,Green,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Grayven (New Earth),Male,Red,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
James Tilton (New Earth),Male,Yellow,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Kindred Marx (New Earth),Male,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Nina Skorzeny (New Earth),Female,Red,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Philbert Hoskins (New Earth),Male,Yellow,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Ebenezer Batson (New Earth),Male,Black,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Chase Lawler (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Thomas Trigger (New Earth),Male,Green,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Jack T. Chance (New Earth),Male,Red,Blue,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Deathwing (Team Titans),Male,Blue,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
David Knight (New Earth),Male,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Hans Leckter (New Earth),Male,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Lord Havok (New Earth),Male,Blue,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Ramban (New Earth),Male,Brown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Tobias Manning (New Earth),Male,Blue,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Tracer (New Earth),Male,Brown,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Dwayne Wainwright (New Earth),Male,White,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Hector Enriquez (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Katharine Ferbel (New Earth),Female,Unknown,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Vincent Edge (New Earth),Male,Unknown,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Edward Wolfson (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Hellene (New Earth),Female,Unknown,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Jeremy Wakefield (New Earth),Male,Unknown,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Kalia Campbell (New Earth),Female,Unknown,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Merc (New Earth),Female,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Serafina Arkadin (New Earth),Female,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Valerie Beaudry (New Earth),Female,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Briscoe (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Kim Liang (New Earth),Female,Blue,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Zviad Baazovi (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Lady Liberty I (New Earth),Female,Black,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Harry Hokum (New Earth),Male,Blue,Grey,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Princess Emerald II (New Earth),Female,Green,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Unknown,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Dmitri Mishkin (New Earth),Male,Black,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Iapetus (New Earth),Male,Blue,Grey,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
J.A.K.E. I (New Earth),Male,Photocellular,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Atlas (New Earth),Male,Blue,Brown,"Intelligence: 63, Strength: 100, Speed: 42, Durability: 100, Power: 27, Combat: 80",Human mortality / Physical trauma,Bad,Living,Secret Identity,God / Eternal,White,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
Garrett Sanford (New Earth),Male,Black,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Gus Gray (New Earth),Male,Black,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Eve (New Earth),Female,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Lonar (New Earth),Male,Brown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Unknown,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Sven Larson (New Earth),Male,Black,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Bess Lynn (New Earth),Female,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Qwsp (New Earth),Male,Red,Green,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Achilles (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
John Pemberton (New Earth),Male,Unknown,Grey,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Stormy Foster (Earth-X),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
"Richard Grey, Jr. (New Earth)",Male,Blue,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Anna Fortune (New Earth),Female,Gold,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Lori Luthor (New Earth),Female,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills","Vulnerability when deprived of Mjolnir, Magic, Celestial tier force",Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Simon Peters (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Simon Valentine (New Earth),Male,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Unknown,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Ann Preston (New Earth),Female,Unknown,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Gog I (New Earth),Male,White,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Harry Bailey (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Kim Kimura (New Earth),Female,Green,Green,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Tri-Eye (New Earth),Male,Black,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Bzzd (New Earth),Male,Red,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Jax-Ur (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Nix Uotan (New Earth),Male,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Daniel Carter (New Earth),Male,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Emma Glenn (New Earth),Female,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Josephine Tautin (New Earth),Female,Unknown,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Sin (New Earth),Female,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Unknown,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Carl Worth (New Earth),Male,Blue,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Parademon (New Earth),Male,Unknown,White,"Intelligence: 9, Strength: 28, Speed: 17, Durability: 50, Power: 53, Combat: 25",Human mortality / Physical trauma,Neutral,Deceased,Unknown Identity,Parademon,White,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
Arturo Rodriguez (New Earth),Male,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Elias Orr (New Earth),Male,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Io (New Earth),Female,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Lianna (New Earth),Female,Green,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Eric Cohen (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Faora (New Earth),Female,Brown,Brown,"Intelligence: 88, Strength: 95, Speed: 75, Durability: 100, Power: 98, Combat: 90",Human mortality / Physical trauma,Bad,Living,Secret Identity,Kryptonian,White,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False
Nathan Craig Jones (New Earth),Male,Brown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Buzz Cohen (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Unknown,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Jill Carlyle (New Earth),Female,Brown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Kyle Abbot (New Earth),Male,Brown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Mortalla (New Earth),Female,Blue,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Soseh Mykros (New Earth),Female,Blue,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Devastation (New Earth),Female,Blue,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Nicholas Scratch (New Earth),Male,Green,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Louis Martin (New Earth),Male,Blue,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Amanda Spence (New Earth),Female,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Marion Grange (New Earth),Female,Unknown,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Cissy Chambers (New Earth),Female,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Scavenger (New Earth),Male,White,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Chaser Bron (New Earth),Male,Yellow,Grey,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Joseph Gardner (New Earth),Male,Blue,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Thaddeus Trigger (New Earth),Male,Green,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Yvette DuBois (New Earth),Female,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Huvah Jeddigar (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Reemuz (New Earth),Male,Black,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Porm (New Earth),Female,Black,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Adam Cray (New Earth),Male,Blue,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Jesse Vega (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Eileen Flowers (New Earth),Female,Unknown,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Frederick Rhino (New Earth),Male,Blue,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Janwillem Kroef (New Earth),Male,Unknown,White,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
John Reed (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Marj (New Earth),Female,Blue,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Mary Martin (New Earth),Female,Black,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Unknown,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Belial (New Earth),Male,Red,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Bynai Bruun (New Earth),Female,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Gene LaBostrie (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
John Hillary (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Sondra Fuller (New Earth),Female,Black,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Angelika Bal (New Earth),Female,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Chiller (New Earth),Male,Red,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Ilona Markov (New Earth),Female,Unknown,Red,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Murray Takamoto (New Earth),Male,Unknown,Black,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
John Malone (New Earth),Male,Blue,Unknown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Marcie Cooper (New Earth),Female,Blue,Blond,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Blackbriar Thorn (New Earth),Male,Red,Brown,"Enhanced Physical Capabilities, Combat Skills","Vulnerability when deprived of Mjolnir, Magic, Celestial tier force",Bad,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Silent Majority (New Earth),Male,Black,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Deceased,Unknown Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Paul Hoben (New Earth),Male,Unknown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
